,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
6763,LTU,LIFEEXP,TOT,YR,A,2016,74.8,
6764,LTU,LIFEEXP,TOT,YR,A,2017,75.6,
6892,CRI,LIFEEXP,TOT,YR,A,1980,72.2,
6893,CRI,LIFEEXP,TOT,YR,A,1981,72.8,
6894,CRI,LIFEEXP,TOT,YR,A,1982,73.3,
6895,CRI,LIFEEXP,TOT,YR,A,1983,73.8,
6896,CRI,LIFEEXP,TOT,YR,A,1984,74.2,
6897,CRI,LIFEEXP,TOT,YR,A,1985,74.5,
6898,CRI,LIFEEXP,TOT,YR,A,1986,74.8,
6899,CRI,LIFEEXP,TOT,YR,A,1987,75.1,
6900,CRI,LIFEEXP,TOT,YR,A,1988,75.3,
6901,CRI,LIFEEXP,TOT,YR,A,1989,75.5,
6902,CRI,LIFEEXP,TOT,YR,A,1990,75.7,
6903,CRI,LIFEEXP,TOT,YR,A,1991,75.9,
6904,CRI,LIFEEXP,TOT,YR,A,1992,76.1,
6905,CRI,LIFEEXP,TOT,YR,A,1993,76.3,
6906,CRI,LIFEEXP,TOT,YR,A,1994,76.4,
6907,CRI,LIFEEXP,TOT,YR,A,1995,76.6,
6908,CRI,LIFEEXP,TOT,YR,A,1996,76.8,
6909,CRI,LIFEEXP,TOT,YR,A,1997,77.0,
6910,CRI,LIFEEXP,TOT,YR,A,1998,77.2,
6911,CRI,LIFEEXP,TOT,YR,A,1999,77.3,
6912,CRI,LIFEEXP,TOT,YR,A,2000,77.5,
6913,CRI,LIFEEXP,TOT,YR,A,2001,77.6,
6914,CRI,LIFEEXP,TOT,YR,A,2002,77.8,
6915,CRI,LIFEEXP,TOT,YR,A,2003,77.9,
6916,CRI,LIFEEXP,TOT,YR,A,2004,78.0,
6917,CRI,LIFEEXP,TOT,YR,A,2005,78.1,
6918,CRI,LIFEEXP,TOT,YR,A,2006,78.3,
6919,CRI,LIFEEXP,TOT,YR,A,2007,78.4,
6920,CRI,LIFEEXP,TOT,YR,A,2008,78.5,
6921,CRI,LIFEEXP,TOT,YR,A,2009,78.7,
6922,CRI,LIFEEXP,TOT,YR,A,2010,78.8,
6923,CRI,LIFEEXP,TOT,YR,A,2011,79.1,
6924,CRI,LIFEEXP,TOT,YR,A,2012,79.4,
6925,CRI,LIFEEXP,TOT,YR,A,2013,79.6,
6926,CRI,LIFEEXP,TOT,YR,A,2014,79.8,
6927,CRI,LIFEEXP,TOT,YR,A,2015,79.9,
6928,CRI,LIFEEXP,TOT,YR,A,2016,80.1,
6929,CRI,LIFEEXP,TOT,YR,A,2017,80.2,
6930,CRI,LIFEEXP,TOT,YR,A,2018,80.4,
